prevista,observada,n
0.0066548940419978156,0.010416670433354753,8296413
0.03508423552558407,0.06414399381322915,8296412
0.05932841627536665,0.09269561347724775,8296412
0.07917585241739741,0.1255258297201248,8296412
0.10154365776338747,0.15441494467728942,8296412
0.13482521277314857,0.1605743543112372,8296412
0.1869179176499814,0.15263682661854305,8296412
0.2576569089164127,0.1574140724930247,8296412
0.35388428983385983,0.1735353789083763,8296412
0.5011671131405747,0.23764969270454592,8296413
