prevista,observada,n
0.016091397481010065,0.009788445947851686,8296414
0.05575857979082346,0.052088929366822606,8296427
0.08463404227956081,0.06752474206872477,8296396
0.1027844273315723,0.08613357864407957,8296416
0.1195201856153836,0.1080394069336995,8296408
0.14113762723691603,0.12288857673275382,8296418
0.16645958051476697,0.1450801708595264,8296406
0.19539491003440798,0.18206304122794287,8296412
0.23097885944372806,0.2183803070532177,8296412
0.3574756943284923,0.33702022789849057,8296413
