categoria,mes,S_obs,S_weibull
4,9,0.93451,0.93403
4,10,0.92775,0.92573
4,11,0.92126,0.91737
4,12,0.91168,0.90896
4,13,,0.90051
4,14,,0.89203
4,15,,0.88353
4,16,,0.87502
4,17,,0.86651
4,18,,0.85799
4,19,,0.84948
4,20,,0.84098
4,21,,0.8325
4,22,,0.82403
4,23,,0.81559
4,24,,0.80718
4,25,,0.79879
4,26,,0.79044
4,27,,0.78212
4,28,,0.77383
4,29,,0.76559
4,30,,0.75739
4,31,,0.74923
4,32,,0.74112
4,33,,0.73305
4,34,,0.72503
4,35,,0.71706
4,36,,0.70914
5,0,1.0,1.0
5,1,0.99191,0.99132
5,2,0.98114,0.98138
5,3,0.969,0.97096
5,4,0.95995,0.96026
5,5,0.94819,0.94939
5,6,0.93618,0.93841
5,7,0.92558,0.92735
5,8,0.91564,0.91626
5,9,0.90613,0.90514
5,10,0.89681,0.89403
5,11,0.88715,0.88293
5,12,0.87563,0.87187
5,13,,0.86084
5,14,,0.84986
5,15,,0.83893
5,16,,0.82807
5,17,,0.81728
5,18,,0.80656
5,19,,0.79591
5,20,,0.78535
5,21,,0.77487
5,22,,0.76448
5,23,,0.75417
5,24,,0.74396
5,25,,0.73383
5,26,,0.72381
5,27,,0.71388
5,28,,0.70404
5,29,,0.69431
5,30,,0.68467
5,31,,0.67513
5,32,,0.66569
5,33,,0.65635
5,34,,0.64711
5,35,,0.63798
5,36,,0.62894
6,0,1.0,1.0
6,1,0.99037,0.98901
6,2,0.97526,0.97604
6,3,0.95846,0.96233
6,4,0.94556,0.94818
6,5,0.93104,0.93377
6,6,0.91477,0.91919
6,7,0.90138,0.90452
6,8,0.8891,0.8898
6,9,0.87712,0.87509
6,10,0.86557,0.8604
6,11,0.85431,0.84576
6,12,0.84137,0.8312
6,13,,0.81673
6,14,,0.80237
6,15,,0.78812
6,16,,0.77401
6,17,,0.76003
6,18,,0.74619
6,19,,0.73251
6,20,,0.71899
6,21,,0.70562
6,22,,0.69242
6,23,,0.67939
6,24,,0.66654
6,25,,0.65385
6,26,,0.64134
6,27,,0.62901
6,28,,0.61685
6,29,,0.60488
6,30,,0.59308
6,31,,0.58146
6,32,,0.57002
6,33,,0.55876
6,34,,0.54767
6,35,,0.53677
6,36,,0.52604
7,0,1.0,1.0
7,1,0.99023,0.98797
7,2,0.97116,0.97261
7,3,0.94954,0.95586
7,4,0.93114,0.93827
7,5,0.91369,0.92013
7,6,0.89497,0.90162
7,7,0.87875,0.88288
7,8,0.86372,0.86401
7,9,0.84921,0.84508
7,10,0.83544,0.82616
7,11,0.82204,0.8073
7,12,0.80732,0.78854
7,13,,0.76991
7,14,,0.75144
7,15,,0.73317
7,16,,0.7151
7,17,,0.69726
7,18,,0.67967
7,19,,0.66234
7,20,,0.64527
7,21,,0.62847
7,22,,0.61197
7,23,,0.59575
7,24,,0.57983
7,25,,0.5642
7,26,,0.54888
7,27,,0.53386
7,28,,0.51915
7,29,,0.50474
7,30,,0.49064
7,31,,0.47684
7,32,,0.46334
7,33,,0.45015
7,34,,0.43726
7,35,,0.42466
7,36,,0.41236
8,0,1.0,1.0
8,1,0.98779,0.98473
8,2,0.96366,0.96515
8,3,0.93525,0.94382
8,4,0.90986,0.92148
8,5,0.88856,0.89851
8,6,0.86687,0.87519
8,7,0.84687,0.85169
8,8,0.82865,0.82815
8,9,0.811,0.80467
8,10,0.79429,0.78134
8,11,0.77665,0.75822
8,12,0.75967,0.73537
8,13,,0.71283
8,14,,0.69064
8,15,,0.66883
8,16,,0.64742
8,17,,0.62643
8,18,,0.60588
8,19,,0.58578
8,20,,0.56614
8,21,,0.54696
8,22,,0.52826
8,23,,0.51003
8,24,,0.49227
8,25,,0.47499
8,26,,0.45817
8,27,,0.44183
8,28,,0.42595
8,29,,0.41054
8,30,,0.39557
8,31,,0.38106
8,32,,0.36698
8,33,,0.35334
8,34,,0.34013
8,35,,0.32734
8,36,,0.31495
9,0,1.0,1.0
9,1,0.98549,0.98326
9,2,0.96106,0.96054
9,3,0.92814,0.93525
9,4,0.89892,0.90844
9,5,0.87148,0.8807
9,6,0.84378,0.85242
9,7,0.81706,0.82388
9,8,0.79342,0.79529
9,9,0.77079,0.76682
9,10,0.74941,0.7386
9,11,0.72883,0.71072
9,12,0.7092,0.68329
9,13,,0.65635
9,14,,0.62998
9,15,,0.60422
9,16,,0.57909
9,17,,0.55464
9,18,,0.53087
9,19,,0.5078
9,20,,0.48544
9,21,,0.4638
9,22,,0.44288
9,23,,0.42268
9,24,,0.40319
9,25,,0.3844
9,26,,0.36632
9,27,,0.34891
9,28,,0.33218
9,29,,0.31612
9,30,,0.30069
9,31,,0.2859
9,32,,0.27173
9,33,,0.25815
9,34,,0.24515
9,35,,0.23272
9,36,,0.22083
10,0,1.0,1.0
10,1,0.9797,0.97794
10,2,0.94908,0.9483
10,3,0.90987,0.91563
10,4,0.87545,0.88133
10,5,0.84035,0.84621
10,6,0.80363,0.81077
10,7,0.76736,0.7754
10,8,0.73597,0.74036
10,9,0.70661,0.70587
10,10,0.67909,0.67207
10,11,0.65352,0.63909
10,12,0.63148,0.60702
10,13,,0.57594
10,14,,0.54589
10,15,,0.5169
10,16,,0.48901
10,17,,0.46221
10,18,,0.43652
10,19,,0.41192
10,20,,0.38841
10,21,,0.36597
10,22,,0.34458
10,23,,0.32422
10,24,,0.30485
10,25,,0.28646
10,26,,0.26901
10,27,,0.25246
10,28,,0.2368
10,29,,0.22198
10,30,,0.20797
10,31,,0.19473
10,32,,0.18224
10,33,,0.17047
10,34,,0.15937
10,35,,0.14892
10,36,,0.13909
11,0,1.0,1.0
11,1,0.95519,0.95283
11,2,0.90639,0.90683
11,3,0.85655,0.86266
11,4,0.81696,0.8204
11,5,0.77643,0.78004
11,6,0.73848,0.74153
11,7,0.70048,0.70483
11,8,0.66773,0.66985
11,9,0.63706,0.63654
11,10,0.60849,0.60483
11,11,0.58116,0.57465
11,12,0.56017,0.54593
11,13,,0.5186
11,14,,0.49261
11,15,,0.4679
11,16,,0.44439
11,17,,0.42205
11,18,,0.4008
11,19,,0.38061
11,20,,0.36142
11,21,,0.34318
11,22,,0.32584
11,23,,0.30937
11,24,,0.29372
11,25,,0.27885
11,26,,0.26473
11,27,,0.25131
11,28,,0.23856
11,29,,0.22646
11,30,,0.21496
11,31,,0.20404
11,32,,0.19366
11,33,,0.18381
11,34,,0.17446
11,35,,0.16558
11,36,,0.15714
12,0,1.0,1.0
12,1,0.93112,0.9266
12,2,0.85584,0.86059
12,3,0.79166,0.79997
12,4,0.74099,0.74403
12,5,0.68798,0.69228
12,6,0.64232,0.64434
12,7,0.59733,0.59988
12,8,0.55786,0.55861
12,9,0.52181,0.52029
12,10,0.48838,0.48468
12,11,0.45798,0.45158
12,12,0.43225,0.4208
12,13,,0.39216
12,14,,0.36552
12,15,,0.34073
12,16,,0.31766
12,17,,0.29617
12,18,,0.27616
12,19,,0.25753
12,20,,0.24017
12,21,,0.22401
12,22,,0.20894
12,23,,0.1949
12,24,,0.18182
12,25,,0.16963
12,26,,0.15826
12,27,,0.14766
12,28,,0.13778
12,29,,0.12857
12,30,,0.11999
12,31,,0.11198
12,32,,0.10451
12,33,,0.09754
12,34,,0.09104
12,35,,0.08498
12,36,,0.07933
13,0,1.0,1.0
13,1,0.92684,0.93018
13,2,0.84138,0.84721
13,3,0.76506,0.76394
13,4,0.70107,0.68398
13,5,0.62591,0.60896
13,6,0.557,0.53965
13,7,0.48734,0.4763
13,8,0.42669,0.4189
13,9,0.37088,0.36724
13,10,0.32042,0.32102
13,11,0.27018,0.27987
13,12,0.20108,0.24339
13,13,,0.21118
13,14,,0.18284
13,15,,0.15798
13,16,,0.13624
13,17,,0.11728
13,18,,0.10078
13,19,,0.08646
13,20,,0.07405
13,21,,0.06333
13,22,,0.05408
13,23,,0.04612
13,24,,0.03928
13,25,,0.0334
13,26,,0.02837
13,27,,0.02407
13,28,,0.0204
13,29,,0.01726
13,30,,0.01459
13,31,,0.01232
13,32,,0.0104
13,33,,0.00876
13,34,,0.00737
13,35,,0.0062
13,36,,0.00521
14,0,1.0,1.0
14,1,0.88518,0.90159
14,2,0.77925,0.78277
14,3,0.67415,0.66688
14,4,0.59215,0.56043
14,5,0.5047,0.46586
14,6,0.42895,0.38371
14,7,0.35443,0.31352
14,8,0.28808,0.25436
14,9,0.22563,0.20504
14,10,0.16551,0.16432
14,11,0.10407,0.13097
14,12,0.04069,0.10387
14,13,,0.08198
14,14,,0.06442
14,15,,0.05041
14,16,,0.03929
14,17,,0.03051
14,18,,0.02361
14,19,,0.0182
14,20,,0.01399
14,21,,0.01071
14,22,,0.00818
14,23,,0.00623
14,24,,0.00473
14,25,,0.00358
14,26,,0.0027
14,27,,0.00204
14,28,,0.00153
14,29,,0.00115
14,30,,0.00086
14,31,,0.00064
14,32,,0.00047
14,33,,0.00035
14,34,,0.00026
14,35,,0.00019
14,36,,0.00014
