prevista,observada,n
0.007013427439344658,0.018884646899591174,8296422
0.03817621941017416,0.04832901680402941,8296403
0.06375907375041799,0.06981270939774929,8296412
0.0878385663264305,0.08847246255369189,8296412
0.11256365026841039,0.10758602634488258,8296412
0.13728181813865095,0.12738217436646107,8296412
0.16372105031649392,0.1486146059284423,8296412
0.19507918700760363,0.174802432666073,8296412
0.24095133992314888,0.21023341174473978,8296412
0.3876048554274325,0.3348899096513156,8296413
