feature,importancia
tempo_vinculo_meses,28.587700465772905
cnae2,12.723155765184938
tamanho_estab,10.907436116796621
uf,8.861164459298536
cbo2,7.4876784828743785
cbo1,6.294167857076759
cnae3,5.236167104622655
cbo,4.8927030379635355
cbo4,4.553668264812072
cnae,4.034942656915868
cnae5,2.8703981664371367
idade,2.447507793518977
escolaridade,1.1033098287255916
