prevista,observada,n
0.00434680209746972,0.013103253177005532,8296413
0.03373906545061812,0.03289952331200524,8296412
0.06056453550726579,0.057293803634631456,8296412
0.08329681844626798,0.07849766863072856,8296412
0.10543159821086719,0.0975575947771157,8296412
0.1283974309738961,0.1197768384694492,8296412
0.1535559887201339,0.1462876964162339,8296412
0.1840416726746263,0.18076151473673197,8296412
0.2308526733942856,0.2342628355486685,8296412
0.4171791680303704,0.36856663235063153,8296413
